vessel_key,identity_basis,name,imo,mmsi,operator,ais_type,type_label,length_m,width_m,gross_tonnage,dimension_quality,size_band_reliable,existing_cruise_classification,candidate_classification,confidence_score,classification_reasons,exclusion_reasons,total_estimated_co2_tonnes,latest_month_estimated_co2_tonnes,observation_count,active_days,first_observed,latest_observed
MMSI:224675170,MMSI,SAONA MARINA,,224675170,,Passenger ship,Passenger ship,24,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,61.657,61.657,66,2,2026-07-01T14:46:44.198Z,2026-07-02T14:45:34.024Z
MMSI:225987264,MMSI,AVENTURERO,,225987264,,Passenger ship,Passenger ship,23,11,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,51.468,51.468,91,2,2026-07-01T14:53:03.704Z,2026-07-02T14:49:54.751Z
MMSI:225994585,MMSI,ECOCAT DOS,,225994585,,Passenger ship,Passenger ship,14,6,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,110.859,110.859,94,2,2026-07-01T14:32:41.100Z,2026-07-02T14:50:32.619Z
MMSI:225998709,MMSI,ECOCAT TRES,,225998709,,Passenger ship,Passenger ship,15,6,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,54.782,54.782,79,2,2026-07-01T15:24:56.646Z,2026-07-02T14:45:51.688Z
MMSI:227429630,MMSI,L'INCONNU,,227429630,,Passenger ship,Passenger ship,19,7,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,61.408,61.408,97,1,2026-07-01T14:42:11.677Z,2026-07-01T18:14:06.922Z
MMSI:227654750,MMSI,SYMPHONIE,,227654750,,69,69,110,11,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: 69; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,57.173,57.173,60,2,2026-07-01T14:43:59.560Z,2026-07-02T14:06:49.037Z
MMSI:228046600,MMSI,L'AVENTURE,,228046600,,Passenger ship,Passenger ship,18,6,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,34.653,34.653,43,1,2026-07-02T11:53:15.150Z,2026-07-02T14:40:51.619Z
MMSI:229768000,MMSI,EMERALD SKY,,229768000,,Passenger ship,Passenger ship,135,12,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,commercial passenger/cruise scale or classification detected,0,0,15,1,2026-07-02T12:05:46.101Z,2026-07-02T14:50:43.230Z
MMSI:229781000,MMSI,SCENIC JADE,,229781000,,Passenger ship,Passenger ship,135,12,0,RELIABLE,80_m_and_above,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,commercial passenger/cruise scale or classification detected,68.782,68.782,54,2,2026-07-01T14:47:45.545Z,2026-07-02T14:37:15.177Z
MMSI:230035990,MMSI,OSTERN,,230035990,,Passenger ship,Passenger ship,33,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,124.06199999999998,124.06199999999998,59,2,2026-07-01T14:43:11.365Z,2026-07-02T14:39:49.323Z
MMSI:230052800,MMSI,EMMA,,230052800,,Passenger ship,Passenger ship,29,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,90.45499999999998,90.45499999999998,155,2,2026-07-01T14:31:21.506Z,2026-07-02T14:50:45.964Z
MMSI:230086910,MMSI,SS LOKKI,,230086910,,Passenger ship,Passenger ship,23,6,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,0,0,45,2,2026-07-01T14:40:34.630Z,2026-07-02T14:46:40.979Z
MMSI:230108590,MMSI,EHRENSVAERD,,230108590,,Passenger ship,Passenger ship,40,8,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,10.189,10.189,141,2,2026-07-01T14:35:13.201Z,2026-07-02T14:49:42.227Z
MMSI:230108610,MMSI,SUOKKI,,230108610,,Passenger ship,Passenger ship,35,9,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,86.769,86.769,175,2,2026-07-01T15:29:01.648Z,2026-07-02T14:51:00.424Z
MMSI:230109840,MMSI,J.L.RUNEBERG,,230109840,,60,60,29,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,23.517,23.517,114,2,2026-07-01T15:30:11.786Z,2026-07-02T14:48:51.514Z
MMSI:230113760,MMSI,KATHRINA,,230113760,,Passenger ship,Passenger ship,44,7,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,59.565,59.565,90,2,2026-07-01T14:33:11.302Z,2026-07-02T14:49:17.886Z
MMSI:230117660,MMSI,ISLA,,230117660,,Passenger ship,Passenger ship,27,8,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,51,2,2026-07-01T14:37:43.142Z,2026-07-02T14:49:45.568Z
MMSI:230155950,MMSI,KOKKOMAA,,230155950,,Passenger ship,Passenger ship,26,8,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,56.177,56.177,50,2,2026-07-01T14:40:56.982Z,2026-07-02T14:49:02.673Z
MMSI:230162620,MMSI,TEKLA II,,230162620,,Passenger ship,Passenger ship,14,5,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,27.429,27.429,58,2,2026-07-01T15:16:00.982Z,2026-07-02T14:50:04.875Z
MMSI:230174220,MMSI,PRINCESS CAROLINE,,230174220,,Passenger ship,Passenger ship,0,0,0,MISSING,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.58,MMSI present; AIS/type metadata: Passenger ship,no yacht evidence in available metadata,55.504,55.504,76,2,2026-07-01T15:11:10.126Z,2026-07-02T14:47:18.769Z
MMSI:230981160,MMSI,LILY,,230981160,,Passenger ship,Passenger ship,36,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,91.751,91.751,65,2,2026-07-01T14:40:48.460Z,2026-07-02T14:49:41.632Z
MMSI:230992640,MMSI,FISKO,,230992640,,Passenger ship,Passenger ship,20,6,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,79.569,79.569,42,2,2026-07-01T14:55:14.193Z,2026-07-02T14:50:32.148Z
MMSI:232006214,MMSI,ALI CAT OF COWES,,232006214,,Passenger ship,Passenger ship,20,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,96.933,96.933,102,2,2026-07-01T15:12:15.842Z,2026-07-02T14:50:48.678Z
MMSI:232006403,MMSI,PEARL OF LONDON,,232006403,,Passenger ship,Passenger ship,30,9,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,62,1,2026-07-02T12:02:14.809Z,2026-07-02T14:51:14.443Z
MMSI:232008913,MMSI,FLOATING BRIDGE # 6,,232008913,,Passenger ship,Passenger ship,38,16,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,61.682,61.682,143,2,2026-07-01T14:39:08.346Z,2026-07-02T14:49:05.907Z
MMSI:232029607,MMSI,NORDIC SEA,,232029607,,Passenger ship,Passenger ship,22,6,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,24.115,24.115,19,1,2026-07-01T15:28:03.737Z,2026-07-01T16:26:07.613Z
MMSI:232051929,MMSI,SAPPHIRE OF LONDON,,232051929,,Passenger ship,Passenger ship,26,5,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,17.862,17.862,44,1,2026-07-02T12:01:46.914Z,2026-07-02T14:46:37.399Z
MMSI:232055808,MMSI,KRAKEN,,232055808,,Passenger ship,Passenger ship,15,6,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,9.267,9.267,19,1,2026-07-02T11:54:13.607Z,2026-07-02T12:38:42.670Z
MMSI:232060275,MMSI,AVOCET,,232060275,,Passenger ship,Passenger ship,27,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,87.316,87.316,78,2,2026-07-01T15:05:25.492Z,2026-07-02T14:50:26.028Z
MMSI:235023221,MMSI,OCEAN SCENE,,235023221,,Passenger ship,Passenger ship,26,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,23.193,23.193,31,1,2026-07-02T11:52:08.294Z,2026-07-02T12:47:58.139Z
MMSI:235024007,MMSI,ROYAL IRIS,,235024007,,Passenger ship,Passenger ship,50,12,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,146,2,2026-07-01T14:45:04.172Z,2026-07-02T14:49:22.498Z
MMSI:235031588,MMSI,WIGHT SCENE,,235031588,,Passenger ship,Passenger ship,29,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,10.114,10.114,18,1,2026-07-02T12:06:38.188Z,2026-07-02T12:49:27.387Z
MMSI:235040261,MMSI,SPIRIT OF THE TYNE,,235040261,,60,60,25,8,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,38,2,2026-07-01T14:48:45.112Z,2026-07-02T14:33:53.310Z
MMSI:235052119,MMSI,MILLENIUM OF PEACE,,235052119,,60,60,30,11,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,60.486,60.486,81,2,2026-07-01T14:36:21.078Z,2026-07-02T13:33:56.086Z
MMSI:235052123,MMSI,MILLENNIUM CITY,,235052123,,Passenger ship,Passenger ship,38,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,115.517,115.517,133,2,2026-07-01T14:49:15.080Z,2026-07-02T14:45:38.426Z
MMSI:235053178,MMSI,TWIN STAR,,235053178,,Passenger ship,Passenger ship,18,5,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,94.292,94.292,116,2,2026-07-01T14:36:51.846Z,2026-07-02T14:51:11.042Z
MMSI:235054304,MMSI,AVONTUUR IV,,235054304,,Passenger ship,Passenger ship,35,5,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,48.055,48.055,106,2,2026-07-01T15:28:01.439Z,2026-07-02T14:47:30.398Z
MMSI:235054307,MMSI,LONDON ROSE,,235054307,,60,60,35,5,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,84.776,84.776,120,2,2026-07-01T14:33:36.892Z,2026-07-02T14:48:20.458Z
MMSI:235054667,MMSI,SILVER BONITO,,235054667,,Passenger ship,Passenger ship,33,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,114.944,114.944,144,2,2026-07-01T14:37:38.564Z,2026-07-02T14:43:46.023Z
MMSI:235054674,MMSI,SILVER BARRACUDA,,235054674,,Passenger ship,Passenger ship,38,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,78,1,2026-07-01T14:49:32.519Z,2026-07-01T18:17:21.719Z
MMSI:235054917,MMSI,CITY GAMMA,,235054917,,Passenger ship,Passenger ship,31,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,91.278,91.278,101,2,2026-07-01T14:43:40.007Z,2026-07-02T14:51:16.098Z
MMSI:235054918,MMSI,GOLDEN SPIRIT,,235054918,,Passenger ship,Passenger ship,32,5,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,11,1,2026-07-02T13:57:51.054Z,2026-07-02T14:49:10.432Z
MMSI:235054920,MMSI,CITY DELTA,,235054920,,Passenger ship,Passenger ship,31,8,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,38.589,38.589,50,1,2026-07-02T11:55:52.762Z,2026-07-02T14:51:11.871Z
MMSI:235054922,MMSI,JEWEL OF LONDON,,235054922,,60,60,32,6,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,6.527,6.527,16,1,2026-07-02T13:57:19.259Z,2026-07-02T14:45:49.023Z
MMSI:235054923,MMSI,RIVERSCAPE,,235054923,,60,60,55,9,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.7,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks,non-yacht service/commercial vessel signal detected,71.248,71.248,107,2,2026-07-01T14:32:39.259Z,2026-07-02T14:46:33.979Z
MMSI:235054955,MMSI,SILVER STURGEON,,235054955,,Passenger ship,Passenger ship,61,14,0,RELIABLE,40_79_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,33,1,2026-07-02T12:05:15.394Z,2026-07-02T14:51:14.242Z
MMSI:235054999,MMSI,MERCURIA,,235054999,,Passenger ship,Passenger ship,35,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,77.576,77.576,81,2,2026-07-01T15:51:32.844Z,2026-07-02T14:51:05.541Z
MMSI:235055007,MMSI,CHAY BLYTH,,235055007,,60,60,23,5,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.7,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,57.846,57.846,81,2,2026-07-01T14:47:00.473Z,2026-07-02T12:41:42.072Z
MMSI:235055108,MMSI,ELIZABETHAN,,235055108,,Passenger ship,Passenger ship,31,8,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,101.392,101.392,74,2,2026-07-01T14:30:56.087Z,2026-07-02T14:47:43.003Z
MMSI:235055109,MMSI,ERASMUS,,235055109,,Passenger ship,Passenger ship,38,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,85.299,85.299,100,2,2026-07-01T14:50:41.687Z,2026-07-02T14:49:09.180Z
MMSI:235055144,MMSI,EDWARDIAN,,235055144,,Passenger ship,Passenger ship,28,4,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,55.155,55.155,70,2,2026-07-01T14:31:53.100Z,2026-07-02T14:47:11.419Z
MMSI:235056272,MMSI,SARPEDON,,235056272,,Passenger ship,Passenger ship,35,9,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,non-yacht service/commercial vessel signal detected,117.41100000000002,117.41100000000002,116,2,2026-07-01T14:36:41.448Z,2026-07-02T14:50:55.900Z
MMSI:235057669,MMSI,CLIFTON CASTLE,,235057669,,60,60,39,5,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,55.828,55.828,59,1,2026-07-01T15:17:40.355Z,2026-07-01T18:08:10.976Z
MMSI:235062593,MMSI,CRUISER,,235062593,,Passenger ship,Passenger ship,23,8,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,56.102,56.102,32,1,2026-07-02T12:09:51.195Z,2026-07-02T14:47:39.004Z
MMSI:235078159,MMSI,PRIDE OF THE TYNE,,235078159,,Passenger ship,Passenger ship,24,8,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,91.402,91.402,156,2,2026-07-01T14:32:13.434Z,2026-07-02T14:50:25.617Z
MMSI:235092958,MMSI,MILLENNIUM DIAMOND,,235092958,,Passenger ship,Passenger ship,37,15,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,76.854,76.854,186,2,2026-07-01T14:28:00.048Z,2026-07-02T14:50:31.504Z
MMSI:237013400,MMSI,COSMOS,,237013400,,Passenger ship,Passenger ship,68,10,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,72.917,72.917,65,2,2026-07-01T14:44:59.043Z,2026-07-02T14:35:50.447Z
MMSI:239260500,MMSI,CHAMPIONS,,239260500,,Passenger ship,Passenger ship,15,4,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,0,0,37,2,2026-07-01T14:48:18.432Z,2026-07-02T14:48:18.340Z
MMSI:240323600,MMSI,THALASSA,,240323600,,60,60,36,8,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,0,0,6,1,2026-07-01T15:42:45.564Z,2026-07-01T17:54:45.556Z
MMSI:240413100,MMSI,KYRIARCHOS V,,240413100,,Passenger ship,Passenger ship,28,7,0,RELIABLE,24_39_99_m,REVIEW_REQUIRED / LOW,UNCERTAIN,0.42,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks; candidate retained for review because size/type metadata is ambiguous,,33.058,33.058,42,2,2026-07-01T16:11:27.291Z,2026-07-02T14:32:56.144Z
MMSI:244000369,MMSI,HIDDEBORG,,244000369,,Passenger ship,Passenger ship,22,6,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,79.37,79.37,117,2,2026-07-01T15:09:22.446Z,2026-07-02T14:48:44.722Z
MMSI:244000383,MMSI,BEGIJNHOF,,244000383,,Passenger ship,Passenger ship,11,4,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,8.794,8.794,25,1,2026-07-02T13:37:12.442Z,2026-07-02T14:48:14.066Z
MMSI:244000439,MMSI,PHOENIX,,244000439,,Passenger ship,Passenger ship,11,4,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,62.081,62.081,107,2,2026-07-01T14:57:43.094Z,2026-07-02T14:49:21.654Z
MMSI:244000802,MMSI,ALDE FAENEN,,244000802,,Passenger ship,Passenger ship,13,4,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,0,0,2,2,2026-07-01T17:37:29.786Z,2026-07-02T11:58:29.591Z
MMSI:244000831,MMSI,BARBARELLA,,244000831,,Passenger ship,Passenger ship,9,4,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,26.905,26.905,100,2,2026-07-01T15:33:53.240Z,2026-07-02T14:50:43.842Z
MMSI:244001058,MMSI,MSTX 34,,244001058,,Passenger ship,Passenger ship,12,4,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,101.841,101.841,99,2,2026-07-01T14:34:13.586Z,2026-07-02T14:50:26.621Z
MMSI:244001245,MMSI,THE SUNFLOWER,,244001245,,60,60,19,5,0,RELIABLE,under_24_m,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.7,MMSI present; AIS/type metadata: 60; length and width pass yacht plausibility checks,reliable length is below the 24 m yacht threshold,92.79700000000001,92.79700000000001,131,2,2026-07-01T14:35:17.027Z,2026-07-02T14:40:38.558Z
MMSI:244001339,MMSI,JOCHIE,,244001339,,Passenger ship,Passenger ship,10,4,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,83.655,83.655,69,2,2026-07-01T16:48:33.173Z,2026-07-02T14:50:43.392Z
MMSI:244001620,MMSI,STARBOARD,,244001620,,Passenger ship,Passenger ship,10,4,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.88,MMSI present; AIS/type metadata: Passenger ship,dimensions are implausible for a yacht analysis,154.928,154.928,119,2,2026-07-01T14:46:22.857Z,2026-07-02T14:47:30.927Z
MMSI:244001659,MMSI,DIRCK VAN OS,,244001659,,69,69,10,4,0,IMPLAUSIBLE,unknown_length,REVIEW_REQUIRED / LOW,LIKELY_FALSE_POSITIVE,0.7,MMSI present; AIS/type metadata: 69,dimensions are implausible for a yacht analysis,0,0,102,2,2026-07-01T14:44:01.007Z,2026-07-02T14:50:17.966Z
